sitecode,Class,Region,Region_detail,Region_detail2,Note,lat,long,beta_region,beta_id,ohwm_region,ohwm_id,corps_region,corps_id,nwca_region,nwca_id,DRNAREA_mi2,all_region,InBeta
748,P,PNW,PNW_WM,PNW,NA,43.91672,-115.6899,PNW,7,Northwest,0,WMVC,6,WMT,4,3.85,USA,NA
749,I,PNW,PNW_WM,PNW,NA,43.92278,-115.6876,PNW,7,Northwest,0,WMVC,6,WMT,4,0.06,USA,NA
750,P,PNW,PNW_WM,PNW,NA,43.93199,-115.67025,PNW,7,Northwest,0,WMVC,6,WMT,4,0.22,USA,NA
751,I,PNW,PNW_WM,PNW,NA,44.06286,-115.60294,PNW,7,Northwest,0,WMVC,6,WMT,4,0.34,USA,NA
752,E,PNW,PNW_WM,PNW,NA,44.07804,-115.59867,PNW,7,Northwest,0,WMVC,6,WMT,4,0.08,USA,NA
753,E,PNW,PNW_WM,PNW,NA,44.07837,-115.59947,PNW,7,Northwest,0,WMVC,6,WMT,4,0.07,USA,NA
754,P,PNW,PNW_WM,PNW,NA,44.4188,-115.3131,PNW,7,Northwest,0,WMVC,6,WMT,4,0.42,USA,NA
755,I,PNW,PNW_WM,PNW,NA,44.41951,-115.31321,PNW,7,Northwest,0,WMVC,6,WMT,4,1.43,USA,NA
756,I,PNW,PNW_WM,PNW,NA,44.40365,-115.35851,PNW,7,Northwest,0,WMVC,6,WMT,4,0.11,USA,NA
757,I,PNW,PNW_WM,PNW,NA,44.39155,-115.3714,PNW,7,Northwest,0,WMVC,6,WMT,4,0.29,USA,NA
758,P,PNW,PNW_WM,PNW,NA,44.39161,-115.3716,PNW,7,Northwest,0,WMVC,6,WMT,4,0.29,USA,NA
759,P,PNW,PNW_WM,PNW,NA,44.33487,-115.44218,PNW,7,Northwest,0,WMVC,6,WMT,4,0.69,USA,NA
762,I,PNW,PNW_AW,PNW,NA,47.43457,-117.54594,PNW,7,Northwest,0,AW,7,XER,5,0.1,USA,NA
763,I,PNW,PNW_AW,PNW,NA,47.42786,-117.54309,PNW,7,Northwest,0,AW,7,XER,5,0.05,USA,NA
765,E,PNW,PNW_AW,PNW,NA,47.41484,-117.54502,PNW,7,Northwest,0,AW,7,XER,5,12.3,USA,NA
800,I,PNW,PNW_WM,PNW,NA,46.2129,-123.29337,PNW,7,Northwest,0,WMVC,6,WMT,4,0.02,USA,NA
801,E,PNW,PNW_WM,PNW,NA,46.20896,-123.28302,PNW,7,Northwest,0,WMVC,6,WMT,4,0.06,USA,NA
803,E,PNW,PNW_WM,PNW,NA,46.19894,-123.29357,PNW,7,Northwest,0,WMVC,6,WMT,4,0.02,USA,NA
810,P,PNW,PNW_WM,PNW,NA,48.30449,-116.27377,PNW,7,Northwest,0,WMVC,6,WMT,4,0.55,USA,NA
811,E,PNW,PNW_WM,PNW,NA,48.33018,-116.23891,PNW,7,Northwest,0,WMVC,6,WMT,4,0.11,USA,NA
812,P,PNW,PNW_WM,PNW,NA,48.30391,-116.16464,PNW,7,Northwest,0,WMVC,6,WMT,4,0.74,USA,NA
813,E,PNW,PNW_WM,PNW,NA,48.27187,-116.12718,PNW,7,Northwest,0,WMVC,6,WMT,4,0.28,USA,NA
814,P,PNW,PNW_WM,PNW,NA,48.26963,-116.12272,PNW,7,Northwest,0,WMVC,6,WMT,4,0.08,USA,NA
815,I,PNW,PNW_WM,PNW,NA,48.23594,-116.11012,PNW,7,Northwest,0,WMVC,6,WMT,4,0.08,USA,NA
816,E,PNW,PNW_WM,PNW,NA,47.74528,-116.61634,PNW,7,Northwest,0,WMVC,6,WMT,4,0.09,USA,NA
817,P,PNW,PNW_WM,PNW,NA,47.72382,-116.65646,PNW,7,Northwest,0,WMVC,6,WMT,4,0.05,USA,NA
818,P,PNW,PNW_WM,PNW,NA,47.62627,-116.34932,PNW,7,Northwest,0,WMVC,6,WMT,4,2.69,USA,NA
819,E,PNW,PNW_WM,PNW,NA,47.63396,-116.36034,PNW,7,Northwest,0,WMVC,6,WMT,4,0.06,USA,NA
820,P,PNW,PNW_WM,PNW,NA,47.7136,-116.67728,PNW,7,Northwest,0,WMVC,6,WMT,4,2.01,USA,NA
821,P,PNW,PNW_WM,PNW,NA,47.76212,-116.59772,PNW,7,Northwest,0,WMVC,6,WMT,4,0.07,USA,NA
822,I,PNW,PNW_WM,PNW,NA,47.73099,-116.39571,PNW,7,Northwest,0,WMVC,6,WMT,4,0.76,USA,NA
823,I,PNW,PNW_WM,PNW,NA,47.67741,-116.3633,PNW,7,Northwest,0,WMVC,6,WMT,4,0.36,USA,NA
824,P,PNW,PNW_WM,PNW,NA,47.67303,-116.35988,PNW,7,Northwest,0,WMVC,6,WMT,4,0.36,USA,NA
825,I,PNW,PNW_WM,PNW,NA,47.65488,-116.35966,PNW,7,Northwest,0,WMVC,6,WMT,4,0.59,USA,NA
826,U,PNW,PNW_AW,PNW,NA,43.25084,-115.63242,PNW,7,Northwest,0,AW,7,XER,5,1.13,USA,NA
827,U,PNW,PNW_AW,PNW,NA,43.25084,-115.63242,PNW,7,Northwest,0,AW,7,XER,5,1.13,USA,NA
828,U,PNW,PNW_AW,PNW,NA,43.25084,-115.63242,PNW,7,Northwest,0,AW,7,XER,5,1.13,USA,NA
840,I,PNW,PNW_WM,PNW,NA,44.40306,-115.35918,PNW,7,Northwest,0,WMVC,6,WMT,4,0.11,USA,NA
841,I,PNW,PNW_WM,PNW,NA,44.3922,-115.37103,PNW,7,Northwest,0,WMVC,6,WMT,4,0.64,USA,NA
842,E,PNW,PNW_AW,PNW,NA,43.13208,-115.5631,PNW,7,Northwest,0,AW,7,XER,5,1.36,USA,NA
843,E,PNW,PNW_AW,PNW,NA,43.12141,-115.48331,PNW,7,Northwest,0,AW,7,XER,5,0.48,USA,NA
844,E,PNW,PNW_AW,PNW,NA,43.18272,-115.54623,PNW,7,Northwest,0,AW,7,XER,5,0.35,USA,NA
845,I,PNW,PNW_AW,PNW,NA,43.22768,-115.69827,PNW,7,Northwest,0,AW,7,XER,5,9.37,USA,NA
846,E,PNW,PNW_AW,PNW,NA,43.24929,-115.59612,PNW,7,Northwest,0,AW,7,XER,5,0.2,USA,NA
847,I,PNW,PNW_AW,PNW,NA,43.24685,-115.58565,PNW,7,Northwest,0,AW,7,XER,5,2.45,USA,NA
850,I,PNW,PNW_WM,PNW,NA,47.3497,-116.73544,PNW,7,Northwest,0,WMVC,6,WMT,4,2.1,USA,NA
851,I,PNW,PNW_WM,PNW,NA,47.34957,-116.7353,PNW,7,Northwest,0,WMVC,6,WMT,4,2.1,USA,NA
852,E,PNW,PNW_WM,PNW,NA,47.34744,-116.71867,PNW,7,Northwest,0,WMVC,6,WMT,4,0.12,USA,NA
853,P,PNW,PNW_WM,PNW,NA,47.25057,-116.76628,PNW,7,Northwest,0,WMVC,6,WMT,4,2.73,USA,NA
854,E,PNW,PNW_WM,PNW,NA,47.21558,-116.81625,PNW,7,Northwest,0,WMVC,6,WMT,4,1.12,USA,NA
855,I,PNW,PNW_AW,PNW,NA,47.29104,-116.95876,PNW,7,Northwest,0,AW,7,XER,5,1.04,USA,NA
856,P,PNW,PNW_AW,PNW,NA,47.28646,-116.95896,PNW,7,Northwest,0,AW,7,XER,5,7.66,USA,NA
857,I,PNW,PNW_AW,PNW,NA,47.30836,-116.97974,PNW,7,Northwest,0,AW,7,XER,5,0.48,USA,NA
ALSE8667_B,I,East,SE,SE,NA,33.863378,-85.554491,Southeast,2,Southeast,2,EMP,2,EMU,2,0.0212,USA,NA
ALSE8673_B,P,East,SE,SE,NA,32.978692,-87.352142,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.29,USA,NA
ALSE8674_B,P,East,SE,SE,NA,32.975835,-87.337656,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.04,USA,NA
ALSE8675_B,P,East,SE,SE,NA,31.133242,-86.533692,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.02,USA,NA
ALSE8676_B,P,East,SE,SE,NA,31.136637,-86.539989,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.104,USA,NA
ALSE8939_B,P,East,SE,SE,I for beta - L1 signal indicated drying after high rain event in P2. L1 signal indicate dry on V4 when local and reach condition flowing. L2 data with logger-specific threshold is consistent with observations and indicates perennial. For beta the default DI calibration value was too high for L2.,32.424037,-85.658641,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.063,USA,NA
ALSE8940_B,E,East,SE,SE,NA,32.422897,-85.651429,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.01,USA,NA
ALSE8941_B,I,East,SE,SE,U for beta,32.420643,-85.651346,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.03,USA,NA
ALSE9185_B,P,East,SE,SE,NA,32.848227,-87.665288,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.054,USA,NA
ALSE9186_B,I,East,SE,SE,NA,32.849788,-87.665509,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.081,USA,NA
ALSE9443_BO,I,East,SE,SE,NA,32.980153,-87.348132,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.046,USA,NA
ALSE9533_B,I,East,SE,SE,NA,32.955535,-87.982587,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.0252,USA,NA
ALSE9534_B,I,East,SE,SE,P for beta - drying in P1 too brief to consider intermittent for beta but drying in P4 was extended so considered intermittent for final,32.984413,-88.008207,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.0492,USA,NA
ALSE9592_V,I,East,SE,SE,NA,33.313747,-86.485431,Southeast,2,Southeast,2,EMP,2,EMU,2,0.0402,USA,NA
ALSE9594_V,I,East,SE,SE,NA,33.302177,-86.477919,Southeast,2,Southeast,2,EMP,2,EMU,2,0.25,USA,NA
ALSE9595_V,I,East,SE,SE,NA,33.31355,-86.482884,Southeast,2,Southeast,2,EMP,2,EMU,2,0.16,USA,NA
ALSE9596_V,P,East,SE,SE,NA,33.312175,-86.480429,Southeast,2,Southeast,2,EMP,2,EMU,2,147,USA,NA
ARNE117_V,I,East,NE,NE,NA,36.09019526,-94.1911621,Northeast,1,Northeast,1,EMP,2,EMU,2,0.71,USA,NA
ARNE125_V,P,East,NE,NE,NA,36.04425474,-94.13390281,Northeast,1,Northeast,1,EMP,2,EMU,2,11.9,USA,NA
ARNE163_B,I,East,NE,NE,NA,35.52911484,-92.9425981,Northeast,1,Northeast,1,EMP,2,EMU,2,57.5,USA,NA
ARNE171_B,P,East,NE,NE,I for beta -  photos show L1 positioned in macrophyte bed adjacent to thalweg on V2 and crew noted that L1 had been removed from the reach and placed on the bank so that explains dry signal in dataset that was thought to be intermittent for beta,35.57172973,-92.66318504,Northeast,1,Northeast,1,EMP,2,EMU,2,65.2,USA,NA
ARNE230_V,I,East,NE,NE,NA,35.85014207,-90.72378663,Northeast,1,Northeast,1,AGCP,3,CPL,1,19.8,USA,NA
ARNE8840_V,P,East,NE,NE,NA,35.75100222,-93.76650677,Northeast,1,Northeast,1,EMP,2,EMU,2,0.28,USA,NA
ARNE8845_V,I,East,NE,NE,NA,35.75182232,-93.77450269,Northeast,1,Northeast,1,EMP,2,EMU,2,0.36,USA,NA
ARNE8884_B,I,East,NE,NE,NA,35.52160276,-92.66725986,Northeast,1,Northeast,1,EMP,2,EMU,2,1.33,USA,NA
ARNE8937_B,U,East,NE,NE,NA,35.53749275,-92.92007405,Northeast,1,Northeast,1,EMP,2,EMU,2,0.24,USA,NA
ARSE5406_B,I,East,SE,SE,NA,34.7972568,-93.00544856,Southeast,2,Southeast,2,EMP,2,EMU,2,5.43,USA,NA
ARSE8019_B,I,East,SE,SE,NA,34.8019297,-93.00588944,Southeast,2,Southeast,2,EMP,2,EMU,2,0.04,USA,NA
ARSE8022_B,I,East,SE,SE,U for beta,34.80579247,-92.99164729,Southeast,2,Southeast,2,EMP,2,EMU,2,0.08,USA,NA
ARSE9438_B,U,East,SE,SE,NA,34.87455255,-92.96590346,Southeast,2,Southeast,2,EMP,2,EMU,2,10.6,USA,NA
ARSE9485_B,E,East,SE,SE,NA,34.79382907,-93.027134040000007,Southeast,2,Southeast,2,EMP,2,EMU,2,0.01,USA,NA
ARSE9486_B,E,East,SE,SE,NA,34.79415589,-93.0274354,Southeast,2,Southeast,2,EMP,2,EMU,2,0.01,USA,NA
AZAW0006,I,West,AW,AW,NA,35.38319171,-113.6588376,Arid West,6,Southwest,6,AW,7,XER,5,0.15,USA,TRUE
AZAW0007,E,West,AW,AW,NA,35.16058005,-113.6364497,Arid West,6,Southwest,6,AW,7,WMT,4,80.22,USA,TRUE
AZAW0008,I,West,AW,AW,NA,35.05034808,-112.053128,Arid West,6,Northwest,0,AW,7,WMT,4,7,USA,TRUE
AZAW0014,P,West,AW,AW,Q&D Interpretation of logger data,34.8602499,-111.7627571,Arid West,6,Northwest,0,AW,7,WMT,4,232.79,USA,FALSE
AZAW0022,I,West,AW,AW,NA,34.63745261,-110.7132483,Arid West,6,Northwest,0,AW,7,WMT,4,271.75,USA,TRUE
AZAW0032,P,West,AW,AW,NA,34.43316,-112.41875,Arid West,6,Southwest,6,AW,7,WMT,4,1.64,USA,TRUE
AZAW0033,E,West,AW,AW,NA,34.4215473,-113.2436757,Arid West,6,Southwest,6,AW,7,XER,5,16.03,USA,TRUE
AZAW0035,P,West,AW,AW,NA,34.31410878,-112.0610994,Arid West,6,Southwest,6,AW,7,WMT,4,0.03,USA,TRUE
AZAW0036,P,West,AW,AW,Q&D Interpretation of logger data,34.31449,-109.36232,Arid West,6,Northwest,0,AW,7,XER,5,711.12,USA,FALSE
AZAW0041,E,West,AW,AW,NA,34.22962352,-113.6123128,Arid West,6,Southwest,6,AW,7,XER,5,7.62,USA,TRUE
AZAW0042,E,West,AW,AW,NA,34.21059966,-113.4634793,Arid West,6,Southwest,6,AW,7,XER,5,0.28,USA,TRUE
AZAW0044,I,West,AW,AW,NA,34.13337533,-111.7726015,Arid West,6,Southwest,6,AW,7,WMT,4,46.02,USA,TRUE
AZAW0046,P,West,AW,AW,NA,34.0899352,-110.8735716,Arid West,6,Northwest,0,AW,7,WMT,4,10.15,USA,TRUE
AZAW0050,I,West,AW,AW,NA,33.97519212,-112.0960998,Arid West,6,Southwest,6,AW,7,XER,5,68.38,USA,TRUE
AZAW0051,E,West,AW,AW,NA,33.96906,-112.72501,Arid West,6,Southwest,6,AW,7,XER,5,708.86,USA,TRUE
AZAW0053,E,West,AW,AW,NA,33.88888711,-111.2151611,Arid West,6,Southwest,6,AW,7,WMT,4,2.49,USA,TRUE
AZAW0055,I,West,AW,AW,NA,33.88502,-112.66206,Arid West,6,Southwest,6,AW,7,XER,5,796.41,USA,TRUE
AZAW0060,I,West,AW,AW,Q&D Interpretation of logger data,33.79807929,-110.9671805,Arid West,6,Southwest,6,AW,7,WMT,4,1.36,USA,FALSE
AZAW0065,E,West,AW,AW,NA,33.643,-112.72083,Arid West,6,Southwest,6,AW,7,XER,5,880.94,USA,TRUE
AZAW0066,E,West,AW,AW,NA,33.63311297,-111.4449694,Arid West,6,Southwest,6,AW,7,XER,5,29.45,USA,TRUE
AZAW0070,E,West,AW,AW,Q&D review of logger data,34.34473947,-112.5993826,Arid West,6,Southwest,6,AW,7,WMT,4,0.67,USA,FALSE
AZAW0072,E,West,AW,AW,Q&D review of logger data,33.37551,-112.73676,Arid West,6,Southwest,6,AW,7,XER,5,1.86,USA,FALSE
AZAW0074,I,West,AW,AW,Q&D review of logger data,33.98091,-112.73013,Arid West,6,Southwest,6,AW,7,XER,5,0.16,USA,FALSE
AZAW0076,I,West,AW,AW,Q&D review of logger data,33.93182,-112.69567,Arid West,6,Southwest,6,AW,7,XER,5,0.22,USA,FALSE
AZAW0081,P,West,AW,AW,NA,32.35115001,-111.0961898,Arid West,6,Southwest,6,AW,7,XER,5,0.05,USA,TRUE
AZAW0082,E,West,AW,AW,NA,32.33531247,-111.0428462,Arid West,6,Southwest,6,AW,7,XER,5,255.19,USA,TRUE
AZAW0084,I,West,AW,AW,NA,32.3148914,-110.8110148,Arid West,6,Southwest,6,AW,7,XER,5,35.23,USA,TRUE
AZAW0085,E,West,AW,AW,NA,32.30112209,-111.010198,Arid West,6,Southwest,6,AW,7,XER,5,909.93,USA,TRUE
AZAW0086,E,West,AW,AW,NA,32.2708441,-110.9165627,Arid West,6,Southwest,6,AW,7,XER,5,1.92,USA,TRUE
AZAW0090,I,West,AW,AW,NA,32.13029607,-110.627963,Arid West,6,Southwest,6,AW,7,XER,5,44.68,USA,TRUE
AZAW0099,E,West,AW,AW,NA,31.83719773,-110.5691876,Arid West,6,Southwest,6,AW,7,XER,5,15.36,USA,TRUE
AZAW0103,P,West,AW,AW,NA,31.62549419,-110.1742672,Arid West,6,Southwest,6,AW,7,XER,5,1216.17,USA,TRUE
AZAW0105,P,West,AW,AW,NA,31.55342652,-110.1400127,Arid West,6,Southwest,6,AW,7,XER,5,1061.78,USA,TRUE
AZAW9029,E,West,AW,AW,Q&D Interpretation of logger data,34.52324344,-110.9951933,Arid West,6,Northwest,0,WMVC,6,WMT,4,0.23,USA,FALSE
AZAW9030,E,West,AW,AW,Q&D Interpretation of logger data. 2 days of  flow in late summer of 2022,34.52348363,-110.9953497,Arid West,6,Northwest,0,WMVC,6,WMT,4,0.06,USA,FALSE
AZAW9031,E,West,AW,AW,Q&D Interpretation of logger data,34.52525352,-110.9815542,Arid West,6,Northwest,0,WMVC,6,WMT,4,0.96,USA,FALSE
AZAW9032,I,West,AW,AW,Q&D Interpretation of logger data,34.03552954,-109.1847943,Arid West,6,Northwest,0,WMVC,6,WMT,4,0.09,USA,FALSE
AZWM0113,I,West,WM,WM,NA,35.14608424,-112.0603052,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,5.97,USA,TRUE
AZWM0114,I,West,WM,WM,NA,35.05658448,-111.4905942,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,22.14,USA,TRUE
AZWM0115,I,West,WM,WM,NA,34.72910779,-111.0991846,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.05,USA,TRUE
AZWM0116,I,West,WM,WM,NA,34.51771495,-110.9862801,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.08,USA,TRUE
AZWM0118,I,West,WM,WM,NA,34.43714725,-111.0364989,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.05,USA,TRUE
AZWM0119,P,West,WM,WM,NA,34.41131886,-111.373838,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,4.78,USA,TRUE
AZWM0120,P,West,WM,WM,NA,34.17725,-109.986,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,67.94,USA,TRUE
AZWM0121,I,West,WM,WM,NA,34.03009529,-109.1862411,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,83.29,USA,TRUE
AZWM0122,P,West,WM,WM,NA,34.01765497,-109.4569586,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.55,USA,TRUE
AZWM0123,I,West,WM,WM,NA,33.94533644,-109.1548673,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.17,USA,TRUE
AZWM0124,P,West,WM,WM,NA,33.82242695,-109.8149113,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,21.69,USA,TRUE
AZWM1588,E,West,WM,WM,NA,34.15643723,-109.8801622,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,10.09,USA,TRUE
AZWM1589,E,West,WM,WM,"Q&D review of logger data, plus review by PDT",34.38932756,-110.4934179,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.66,USA,FALSE
AZWM1590,E,West,WM,WM,NA,34.43167093,-110.5993817,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,39.6,USA,TRUE
AZWM1591,E,West,WM,WM,NA,34.43142808,-110.5944601,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,29.1,USA,TRUE
AZWM1834,I,West,WM,WM,Q&D Interpretation of logger data and field observations of drying,33.74760989,-109.2106236,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.08,USA,FALSE
AZWM1842,E,West,WM,WM,NA,35.26909726,-111.6565207,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.19,USA,TRUE
AZWM1843,E,West,WM,WM,NA,35.25356628,-111.6242552,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,2.28,USA,TRUE
AZWM1847,E,West,WM,WM,Q&D Interpretation of logger data,35.16721533,-111.6710526,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,6.79,USA,FALSE
AZWM1848,E,West,WM,WM,NA,35.22347,-111.624023,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,5.52,USA,TRUE
AZWM1850,I,West,WM,WM,Q&D Interpretation of logger data and field observations of drying,35.19568457,-111.5968675,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,93.02,USA,FALSE
AZWM1853,P,West,WM,WM,NA,34.05561173,-109.4011708,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,22.07,USA,TRUE
AZWM1854,I,West,WM,WM,NA,34.05757822,-109.2965592,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,9.74,USA,TRUE
AZWM1855,I,West,WM,WM,NA,33.67497497,-109.2702535,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.7,USA,TRUE
AZWM1866,E,West,WM,WM,Q&D review of logger data. Longest wet is 35 days (borderline I),35.06459827,-111.7336047,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,28.63,USA,FALSE
AZWM1867,E,West,WM,WM,NA,35.05902365,-111.7166525,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,6.2,USA,TRUE
CAAW0242,P,West,AW,AW,NA,36.7053813,-121.7054614,Arid West,6,Southwest,6,AW,7,XER,5,5.91,USA,TRUE
CAAW0243,E,West,AW,AW,"Long term gage suggests ephemeral, even though study period was much wetter",36.65352412,-120.6317633,Arid West,6,Southwest,6,AW,7,XER,5,298.2,USA,FALSE
CAAW0244,I,West,AW,AW,NA,36.62992705,-121.6746282,Arid West,6,Southwest,6,AW,7,XER,5,18.4,USA,TRUE
CAAW0247,P,West,AW,AW,NA,36.50924205,-121.7661645,Arid West,6,Southwest,6,AW,7,XER,5,213.7,USA,TRUE
CAAW0249,P,West,AW,AW,NA,36.50947403,-121.7668604,Arid West,6,Southwest,6,AW,7,XER,5,213.7,USA,TRUE
CAAW0260,P,West,AW,AW,Q&D review of gage data,35.80487845,-116.189207,Arid West,6,Southwest,6,AW,7,XER,5,1.4,USA,FALSE
CAAW0265,I,West,AW,AW,Q&D review of gage data; logger data unavailable,35.62788569,-120.68434,Arid West,6,Southwest,6,AW,7,XER,5,389,USA,FALSE
CAAW0266,E,West,AW,AW,Q&D Review of logger data,35.60076299,-116.3534658,Arid West,6,Southwest,6,AW,7,XER,5,8.1,USA,FALSE
CAAW0270,P,West,AW,AW,Q&D review of gage data,35.23783362,-120.4733586,Arid West,6,Southwest,6,AW,7,XER,5,20.8,USA,FALSE
CAAW0281,P,West,AW,AW,NA,34.69267,-118.7919,Arid West,6,Southwest,6,AW,7,WMT,4,61.9,USA,TRUE
CAAW0332,I,West,AW,AW,NA,34.16635091,-116.5728559,Arid West,6,Southwest,6,AW,7,WMT,4,14.1,USA,TRUE
CAAW0354,I,West,AW,AW,NA,34.00754,-116.62183,Arid West,6,Southwest,6,AW,7,XER,5,36.6,USA,TRUE
CAAW0361,E,West,AW,AW,Q&D review of logger data,33.90218808,-115.2176655,Arid West,6,Southwest,6,AW,7,XER,5,28.9,USA,FALSE
CAAW0377,P,West,AW,AW,NA,33.83035759,-116.3117908,Arid West,6,Southwest,6,AW,7,XER,5,56.7,USA,TRUE
CAAW0381,E,West,AW,AW,NA,33.79713873,-116.4790534,Arid West,6,Southwest,6,AW,7,XER,5,128.4,USA,TRUE
CAAW0387,E,West,AW,AW,NA,33.7485815,-116.4191914,Arid West,6,Southwest,6,AW,7,XER,5,5.5,USA,TRUE
CAAW0392,I,West,AW,AW,NA,33.70954,-117.62545,Arid West,6,Southwest,6,AW,7,XER,5,7.3,USA,TRUE
CAAW0394,E,West,AW,AW,NA,33.69335,-117.68461,Arid West,6,Southwest,6,AW,7,XER,5,1.7,USA,TRUE
CAAW0396,I,West,AW,AW,NA,33.6626,-117.302733,Arid West,6,Southwest,6,AW,7,XER,5,0.3,USA,TRUE
CAAW0405,I,West,AW,AW,Q&D review of older logger data; contemporary data insufficient (looks P),33.57585993,-116.4173428,Arid West,6,Southwest,6,AW,7,WMT,4,13.9,USA,FALSE
CAAW0410,I,West,AW,AW,NA,33.50232,-117.64785,Arid West,6,Southwest,6,AW,7,XER,5,109.6,USA,TRUE
CAAW0412,P,West,AW,AW,NA,33.50207,-117.66735,Arid West,6,Southwest,6,AW,7,XER,5,53.7,USA,TRUE
CAAW0414,I,West,AW,AW,NA,33.4788792,-117.1429828,Arid West,6,Southwest,6,AW,7,XER,5,221.1,USA,TRUE
CAAW0419,I,West,AW,AW,NA,33.45768,-116.97079,Arid West,6,Southwest,6,AW,7,XER,5,13.2,USA,TRUE
CAAW0426,I,West,AW,AW,NA,33.42009,-116.86157,Arid West,6,Southwest,6,AW,7,WMT,4,5.4,USA,TRUE
CAAW0430,P,West,AW,AW,Q&D review of older logger data; contemporary data insufficient,33.53426,-117.25918,Arid West,6,Southwest,6,AW,7,XER,5,0.3,USA,FALSE
CAAW0432,I,West,AW,AW,"Cole Creek, not Cougar.",33.56382,-117.2483,Arid West,6,Southwest,6,AW,7,XER,5,8.4,USA,FALSE
CAAW0434,P,West,AW,AW,"Gage is intermittent, but we know there are standing permanent pools here",33.47861,-117.14264,Arid West,6,Southwest,6,AW,7,XER,5,221.1,USA,FALSE
CAAW0436,P,West,AW,AW,Q&D review of gage data,33.47299,-117.1439,Arid West,6,Southwest,6,AW,7,XER,5,586.8,USA,FALSE
CAAW0438,U,West,AW,AW,"Alt Cole Creek site, no logger data?",33.53777,-117.26456,Arid West,6,Southwest,6,AW,7,XER,5,4.8,USA,FALSE
CAAW0440,I,West,AW,AW,Q&D review of gage data,33.55551,-117.23183,Arid West,6,Southwest,6,AW,7,XER,5,30.8,USA,FALSE
CAAW0441,I,West,AW,AW,Q&D Review of logger data,33.320501,-116.622748,Arid West,6,Southwest,6,AW,7,WMT,4,13.1,USA,FALSE
CAAW0449,I,West,AW,AW,Short record but sufficient for determining intermittency,33.268141,-116.639619,Arid West,6,Southwest,6,AW,7,WMT,4,5.4,USA,FALSE
CAAW0454,E,West,AW,AW,Manual inspection shows 34 continuous days of flow,33.112503,-116.445546,Arid West,6,Southwest,6,AW,7,XER,5,98.2,USA,FALSE
CAAW0473,E,West,AW,AW,Q&D review of logger data,32.726926,-116.462871,Arid West,6,Southwest,6,AW,7,XER,5,0.3,USA,FALSE
CAAW9243,I,West,AW,AW,Short record but sufficient for determining intermittency,38.76898077,-121.2746603,Arid West,6,Northwest,0,AW,7,XER,5,0.2,USA,FALSE
CAAW9247,P,West,AW,AW,Q&D Review of logger data; short record but site is well known,38.537509,-121.867971,Arid West,6,Southwest,6,AW,7,XER,5,0.1,USA,FALSE
CAAW9248,E,West,AW,AW,Q&D review of logger data. Longest wet is 24 days,38.54507382,-121.8514779,Arid West,6,Southwest,6,AW,7,XER,5,1.1,USA,FALSE
CAWM0477,I,West,WM,WM,NA,41.90430412,-124.1543291,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,2.8,USA,TRUE
CAWM0478,I,West,WM,WM,NA,41.88687781,-124.144242,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.02,USA,TRUE
CAWM0485,P,West,WM,WM,NA,41.123772,-122.0661937,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,406.1,USA,TRUE
CAWM0495,P,West,WM,WM,NA,41.01788169,-121.656095,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,180.2,USA,TRUE
